7.751835449506971898e-02,1.701756081581240476e-02
8.920754898569652758e-01,7.373514682305275514e-01
3.454501876496263169e-02,4.184648528935739353e-01
4.914751692674588224e-01,6.439409755506043664e-01
9.045597035614028059e-04,6.336019048365898465e-01
8.891986053886618002e-01,7.461217257399166414e-02
3.393974714022980343e-01,7.646842668898091722e-01
6.308181956673577506e-01,2.336425069907764884e-01
3.307065478033500705e-01,8.515144334870929921e-01
8.889897385795041407e-01,7.094063238673585792e-01
7.293223902461356545e-01,7.666813769789042610e-01
9.432077446647824104e-02,9.154527313198362881e-01
7.067012072114563503e-01,3.019108180618418347e-01
8.804166642755006933e-01,1.124293961769680106e-01
5.405378182020265099e-01,9.885951406038773204e-02
9.757308440402977512e-01,1.150034289394226139e-01
4.700032317649515123e-01,3.969209808766692715e-01
3.920363397078951984e-02,7.936027126133640142e-01
5.134893499629645808e-01,6.406219661927108344e-01
5.218407929504592646e-01,8.891734991166618807e-01
5.794972390827037856e-01,6.931071619443259779e-01
8.372507641877522389e-01,7.650116897601426658e-01
3.507623102483616861e-01,7.167414738165890364e-01
9.113889961680339269e-01,7.355260347922788489e-01
4.004121106475373448e-01,5.601640419695506079e-01
3.897296441293595093e-01,9.570966406422277695e-01
4.022648054526731798e-01,2.993330053045506478e-01
1.039917762403812507e-01,6.706754982948396338e-01
4.659271531403890165e-01,2.284768825790719493e-01
6.480711575507916988e-01,3.985363669188584090e-01
2.976938011842821252e-01,5.678491052940937145e-02
8.923394849437639165e-01,3.185711068417445002e-01
4.785709545471901194e-01,4.748775682586647839e-02
2.823628063227200391e-01,6.967753851704561185e-02
4.185398766927412861e-01,4.610519810892572679e-01
4.158965563943690658e-01,3.493728362676807864e-01
7.713079290263638033e-01,2.309926269551645373e-01
7.379513733805955766e-01,3.137005416491417398e-01
4.732268449615331107e-01,9.408332834017508750e-01
5.018973605524252868e-01,7.266525089000355209e-01
8.356653023141102921e-01,7.676529569073279324e-01
7.198792779251815821e-01,3.851865973844673663e-01
5.105923958201210588e-01,6.548474044814124317e-01
7.445352162812928221e-01,6.479049941026734372e-01
3.343107334687269727e-01,4.408103989906686504e-01
5.419694081167294453e-01,6.837055030620891038e-01
5.800523263528007956e-01,3.130342305670298364e-01
7.242446813412262152e-02,4.951009616871431263e-01
6.794360219786741428e-01,4.668638850338933111e-01
7.203556424148817028e-01,9.450082700823428938e-01
5.524804086648332779e-01,9.916299662728190745e-01
5.049628561587898856e-01,8.914657414513360578e-03
8.271954761267019673e-02,6.280483145790570765e-01
5.806062561254046184e-01,4.452913818042119054e-01
6.289343337329954542e-01,7.355929997312382618e-03
5.866812955065725532e-01,6.071356941894939796e-01
7.227019421308092939e-01,3.295232882629803850e-01
8.438843423226560780e-02,7.016227989063908987e-01
9.805473728531093336e-01,6.584300558265404613e-01
1.213827821067450241e-01,2.321122944843272418e-01
1.115496363244773415e-01,1.397112306816862271e-01
5.058042464984134901e-01,2.551743217633002381e-01
4.449849590689041179e-01,1.283038190644306686e-01
1.824998320681915365e-01,5.864767923204970979e-01
4.205387641857180059e-01,6.195379132719076587e-01
8.689078523201245741e-01,3.876127948574736859e-02
7.557219582608208919e-01,6.885824700655516217e-01
1.363092462165673702e-01,8.684727172706733223e-01
1.791337352521502613e-01,9.716469358346302432e-01
5.514706124202539694e-01,2.629262093729104466e-01
5.623206479316787965e-01,7.528773214188450025e-01
4.314860529331441263e-01,5.245018236960323765e-01
3.605650380574473290e-01,2.548686018355614813e-01
5.186608915827329858e-01,4.206771080520455008e-02
4.116584942412664372e-01,2.930521990958009360e-01
2.945699300643145335e-02,3.923240334757966963e-01
5.396755789241103329e-02,9.447436988072761554e-01
1.170294514850358514e-01,2.887086820335180715e-01
6.284705798834168133e-01,9.943093059408153467e-01
4.294596235779339910e-01,9.147865766151593858e-01
1.291011608480697737e-01,3.999211868501164613e-01
3.716358264548798029e-01,1.839624110789359612e-01
7.740198028119185114e-01,7.479153251184442741e-01
7.423863501150356203e-01,7.599675510475001339e-01
6.753656581938305425e-02,1.995016184103945989e-01
7.068292067798631617e-01,2.918268727770967352e-01
3.198118272852338295e-01,8.269070299914773603e-01
9.805023704191341283e-01,6.903170713457836838e-01
1.565575546011478414e-01,4.957845130643568909e-01
2.042632023460539958e-01,1.796582804551685175e-01
4.837250956472110008e-01,9.644584502083256572e-01
4.778353490659196234e-01,7.661367136830845581e-01
6.774467262192129802e-02,6.868275911683063839e-02
5.241279133194316486e-01,4.216203574591317338e-01
8.237105644038992258e-01,1.080441238818149463e-01
4.233308691100854393e-01,7.726159414130545633e-01
5.811901691282044258e-01,7.407405954216647048e-01
7.522846090844510503e-01,8.097001225106410516e-01
3.955443824287773191e-01,8.516721487743683650e-02
4.658357646101678462e-01,1.242604398311261127e-01
